Key,English [en-GB]
SCENARIO_PUZZLE_3B_02,"Firstly, you need to:<br><line-height=20%> <br></line-height>• Kill <b>3</b> <b>Archer</b>s this round before they attack<br><line-height=20%> <br></line-height>You'll certainly need something that can hit more than one <nobr><b><link=""Glossary_Target"">Target</link></b> <sprite name=Target></nobr> at a time!"
SCENARIO_PUZZLE_3B_03,"The <b>Archer</b> hit you. The <b>Scoundrel</b> has some very low Initiative value ability cards, select one of those to act first."
SCENARIO_PUZZLE_3B_04,"Not quite, I need you to take out all three archers in the same round! If you combine <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Throwing Knives</b></color></font></nobr> and <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Smoke Bomb</b></color></font></nobr> in just the right way it is possible to take down all of the <b>Archer</b>s."
SCENARIO_PUZZLE_3B_05,"Ha! Feels good picking off multiple targets in a single turn, doesn’t it? One last objective: <br><line-height=20%> <br></line-height>• Loot at least 5 piles of gold this round<br><line-height=20%> <br></line-height>A tip for you — sometimes the top half of a card allows you to <b>Move</b> too!"
SCENARIO_PUZZLE_3B_06,"<b><link=""Glossary_Loot"">Loot</link></b> abilities pick up <i>all</i> of the gold within the radius specified by the value, so you work out where you need to stand and get <b><link=""Glossary_Loot"">Loot</link></b>ing!"
SCENARIO_PUZZLE_3B_07,"You may need to <b><link=""Glossary_Move"">Move</link></b> before <link=""Glossary_Loot""><b>Loot</b></link>ing, and not all <b><link=""Glossary_Move"">Move</link></b> abilities are on the bottom half of ability cards!"
SCENARIO_PUZZLE_3B_08,Nice! Let me just take care of that gold for you…
SCENARIO_PUZZLE_3B_09,"For your assistance in this scenario, the <b>Scoundrel</b> has agreed to join the Guild — that means we've got enough mercenaries now for a proper mission!"
SCENARIO_PUZZLE_3B_OBJ_01,Kill 3 Archers before they attack this round
SCENARIO_PUZZLE_3B_OBJ_02,Loot at least 5 tiles this round
SCENARIO_PUZZLE_4A_01,"Right, this is your first proper fight. Looks like two clearings with a couple of bandits each."
SCENARIO_PUZZLE_4A_02,"Just remember what I’ve taught you, and don’t enter the second clearing until you are ready. You can change your characters' starting positions this time by clicking the white hexes, so choose a formation that suits you before starting your first turn."
SCENARIO_PUZZLE_4A_03,"By the way, if you're struggling to make out objects and enemies in the undergrowth, you can press <b>Tab</b> to highlight them.<br><br>You can also see the turn order of monsters of the same class this way. They will all get the same <b>initiative</b> from the card drawn for their class, but the actual order per monster on that class' turn is determined by their ID numbers. Lower numbers act first!"
SCENARIO_PUZZLE_5A_01,"Meet the <b>Spellweaver</b>, a powerful but fragile magic wielder who can harness the natural elements of the world. Good thing we found her when we did, that's a lot of bandits!"
SCENARIO_PUZZLE_5A_02,"To get her out of this mess, you'll need to harness the power of the elements infused in the battlefield. The elemental infusions display can be seen on the right of the screen, indicating which magical elements available for consuming. In this scenario, the <b><link=""Glossary_Ice"">Ice</link></b> element is already infused, but elements are normally infused for two rounds through using actions with elemental symbols on them, available for consumption after the turn in which they are infused."
SCENARIO_PUZZLE_5A_03,"This round you must: <br><line-height=20%> <br></line-height>• Consume the <b><link=""Glossary_Ice"">Ice</link></b> element to augment <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Freezing Nova</b></color></font>'s</nobr> <b><link=""Glossary_Attack"">Attack</link></b>, killing as many bandits as you can.<br>• Survive the round by using a <b>Jump Move</b> to get out of reach.<br><line-height=20%> <br></line-height>"
SCENARIO_PUZZLE_5A_04,"You need to <b><link=""Glossary_Jump"">Jump</link></b> away to safety from the bandits after hitting them with your Nova!"
SCENARIO_PUZZLE_5A_05,"To power up <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Freezing Nova</b></color></font></nobr> you need to consume the <b><link=""Glossary_Ice"">Ice</link></b> element before using it. Make sure you click on the <b><link=""Glossary_Ice"">Ice</link></b> symbol to toggle the consuming of the element before clicking elsewhere on the action to use it."
SCENARIO_PUZZLE_5A_06,"By consuming the Ice element, <nobr><b><font=""MarcellusAlt SDF""><color=#F5E3B0>Freezing Nova</color></font></b></nobr> dealt <b>3</b> base damage instead of <b>2</b>! Knocking out three bandits plus applying the <link=""Glossary_Immobilize""><b>Immobilize</b></link> condition so the bandits couldn’t chase after you is pretty darn powerful, eh?"
SCENARIO_PUZZLE_5A_07,"<nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Ride The Wind</b></color></font></nobr> also infused the <b><link=""Glossary_Air"">Air</link></b> element for you to use later if need be. <br><br>You may have also noticed, with only three unburnt cards remaining, the <b>Spellweaver</b> will be exhausted after the next round is over, as you cannot return burned cards via resting!"
SCENARIO_PUZZLE_5A_08,"Fortunately, the <b>Spellweaver</b> has a very powerful trick up her sleeve. Many of her powerful cards may burn after usage, but the top half of <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Reviving Ether</b></color></font></nobr> allows her to return <i>all</i> of her burned cards to her hand! Getting the timing right on this one-time recovery per scenario of all burned cards is key to using <b>Spellweaver</b> well."
SCENARIO_PUZZLE_5A_09,"It's up to you now: <br><line-height=20%> <br></line-height>• Kill the remaining <b>Bandit Guard</b>s!<br><line-height=20%> <br></line-height><nobr><font=""MarcellusAlt SDF""><color=#F5E3B0>Reviving Ether</color></font></nobr> will recover all of your burned cards, so you can finish these bandits off at your leisure!"
SCENARIO_PUZZLE_5A_10,"For helping her out of that bind, the <b>Spellweaver</b> has agreed to join our Guild! As you saw, her abilities can be incredibly potent, but she can be a difficult character to work with due to the complexity of her tactics."
SCENARIO_PUZZLE_5A_11,"Have another go at using her abilities. Remember you consume infused elements to power up abilities, and don’t get caught in <b><link=""Glossary_Disadvantage"">Disadvantage</link></b> by using <b><link=""Glossary_Range"">Ranged</link></b> <b><link=""Glossary_Attack"">Attack</link></b>s on adjacent targets!"
SCENARIO_PUZZLE_5A_OBJ_01,Use a Jump Move to survive the round
SCENARIO_PUZZLE_5A_OBJ_02,Consume Ice to power up Freezing Nova and kill the weaker Bandits
SCENARIO_PUZZLE_5A_OBJ_03,Kill the remaining Bandits
SCENARIO_PUZZLE_5B_01,"Meet the <b>Tinkerer</b>! He’s a great support character to have on a team, but can also take on multiple enemies in a pinch. Looking at all those skeletons, I'd say this counts as one!"
SCENARIO_PUZZLE_5B_02,"Currently he is <b><link=""Glossary_Wound"">Wound</link></b>ed <sprite name=Wound> and will take one damage at the start of his turns, so you ought to <link=""Glossary_Heal""><b>Heal</b></link> him as soon as possible with that <nobr><b><font=""MarcellusAlt SDF""><color=#F8F8F8>Minor Health Potion</color></font></b></nobr>."
SCENARIO_PUZZLE_5B_03,"Looking at where the enemies in this room are, I’d advise you go as late as possible this round. Sometimes it’s better to go slow and let the enemies come to you, so you aren't at risk of being attacked. Then you can use one of the <b>Tinkerer</b>’s famous <b>area effect</b> attacks to deal some serious damage to multiple enemies at once!<br><br>You can recognise such abilities by their hex-shaped patterns on the ability card, showing you the shape of the area it will target."
SCENARIO_PUZZLE_5B_04,"Remember to use your <b>item</b>s, you have more than just the ability cards at your disposal!"
SCENARIO_PUZZLE_5B_05,"You didn't manage to hit three enemies. Sometimes it is better to wait for the bad guys to come to you, try picking <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0>Ink Bomb</color></font></nobr> first and then <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0>Toxic Bolt</color></font></nobr> will let them walk into <b><link=""Glossary_Range"">Range</link></b> before the <b>Tinkerer</b>’s turn."
SCENARIO_PUZZLE_5B_06,"You may have noticed that if you use a <b><link=""Glossary_Heal"">Heal</link></b> ability when <b><link=""Glossary_Wound"">Wound</link></b>ed <sprite name=Wound>, the character not only recovers hit points but loses the <b><link=""Glossary_Wound"">Wound</link></b> <sprite name=Wound> condition.<br><br><b><link=""Glossary_Heal"">Heal</link></b>ing can also remove a <b><link=""Glossary_Poison"">Poison</link></b> <sprite name=Poison> condition, but in that case you will only remove the condition and regain no hit points."
SCENARIO_PUZZLE_5B_07,"Boom! <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0>Ink Bomb</color></font></nobr> was pretty good, eh?"
SCENARIO_PUZZLE_5B_08,I’ll leave you to finish off the rest of these bad guys. Did you know you can rotate the shape of an Area Effect by pressing <b>R</b>? 
SCENARIO_PUZZLE_5B_09,"Remember when enemies are nearby to try and go first, <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Net Shooter</b></color></font></nobr> should help you to finish them off."
SCENARIO_PUZZLE_5B_10,"This little guy packs quite the punch, eh? Let's sign him up and look for some paid jobs for the Guild to take on."
SCENARIO_PUZZLE_5B_OBJ_01,Heal to cure Tinkerer's Wound
SCENARIO_PUZZLE_5B_OBJ_02,Hit 3 Living Bones this round
SCENARIO_PUZZLE_5B_OBJ_03,Kill the remaining Living Bones this round
SCENARIO_PUZZLE_5C_01,"The crypt is bathed in an unholy light, emanating from mysterious portals in the corners of the room. You brace yourselves for battle against whatever evil may come through."
SCENARIO_PUZZLE_5C_02,"The portals suddenly blink out of existence! Whatever dark magic was reanimating the undead seems to cease, and they collapse to the floor. You have survived the undead onslaught and restored peace to the Sanctuary."
SCENARIO_PUZZLE_5C_OBJ_01,Survive three rounds
SCENARIO_PUZZLE_6A_01,"Hounds burst from the undergrowth, barking at you menacingly, soon followed by a Vermling Scout. He seems briefly taken aback at having stumbled upon a band of mercenaries, but quickly regains his composure and nocks an arrow, ready to fight."
SCENARIO_PUZZLE_6A_02,You have located the sparsely defended Vermling Encampment. Driving the enemies away from here should make the trade route safe once more!
SCENARIO_PUZZLE_7A_01,"Meet everyone’s favourite walking boulder, the <b>Cragheart</b>. You're badly outnumbered here, and will need to employ some defensive tactics. Let's go over how <nobr><b><link=""Glossary_Retaliate"">Retaliate</link></b> <sprite name=Retaliate></nobr> works and see how we can use that to help ol' Craggy out of this mess."
SCENARIO_PUZZLE_7A_02,"Like <b><link=""Glossary_Shield"">Shield</link></b>, <b><link=""Glossary_Retaliate"">Retaliate</link></b> is an <b>active bonus</b>, that can either last the <nobr><link=""Glossary_Round""><b>Round</b></link> <sprite name=Round></nobr> or be <nobr><link=""Glossary_Persistent""><b>Persistent</b></link> <sprite name=Persistent></nobr>, usually with a termination condition for the latter.<br><br>While active, melee attackers will have damage inflicted upon them equal to the <b><link=""Glossary_Retaliate"">Retaliate</link></b> value after each <b><link=""Glossary_Attack"">Attack</link></b>."
SCENARIO_PUZZLE_7A_03,"Surrounded by this many <b>Living Bones</b>, a retaliation against any that <b><link=""Glossary_Attack"">Attack</link></b> equates to a incredible amount of damage... assuming you can survive the round, that is!<br><br>Oh, and one last thing: Note that <b><link=""Glossary_Earth"">Earth</link></b> is infused already — remember to click the consume <sprite name=ConsumeEarth> icon on the card if you wish to use the element to power up an ability!"
SCENARIO_PUZZLE_7A_04,"You know one action is surely for <b><link=""Glossary_Retaliate"">Retaliate</link></b>ing, but you have another action which you can still spend on an <b><link=""Glossary_Attack"">Attack</link></b>. <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Avalanche</b></color></font></nobr> is a powerful one, especially if you consume the <b><link=""Glossary_Earth"">Earth</link></b> element to power it up!"
SCENARIO_PUZZLE_7A_05,"You know one action is surely for <b><link=""Glossary_Retaliate"">Retaliate</link></b>ing, but you have another action which you can still spend on an <b><link=""Glossary_Attack"">Attack</link></b>. <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Avalanche</b></color></font></nobr> is a powerful one, especially if you consume the <b><link=""Glossary_Earth"">Earth</link></b> element to power it up!"
SCENARIO_PUZZLE_7A_06,"You took a fair bit of damage, but that was a great result! A well-timed <b><link=""Glossary_Retaliate"">Retaliate</link></b> can be devastatingly powerful.<br><br>By the way, you can see the <b>active bonus</b> from <nobr><font=""MarcellusAlt SDF""><color=#F5E3B0><b>Opposing Strike</b></color></font></nobr> is still, well, active - just look at <b>Cragheart</b>'s portrait at the top of the screen. The little pips in the <b>active bonus</b>' box show you at a glance how many instances remain, and you can check the effect text and XP yield by hovering over it."
SCENARIO_PUZZLE_7A_07,"Did you notice how the <b>Living Bones</b>’ <b><link=""Glossary_Shield"">Shield</link></b> didn’t prevent any <b><link=""Glossary_Retaliate"">Retaliate</link></b> damage? Just like traps, <b><link=""Glossary_Retaliate"">Retaliate</link></b> damage is not explicitly an <b><link=""Glossary_Attack"">Attack</link></b>, and as such will deal exactly the amount it says it will, unaffected by <b><link=""Glossary_Shield"">Shield</link></b>s, modifiers and the like."
